Depth(ft),Block Position(ft),ROP Avg(fph),Total Flow(gpm),Pres Xducer 1(psig),AGRC(api),Hookload Avg(klb),DCWA(klb),DCWX(klb),WOB Avg(klb),Torque Abs Avg(f-kp),DCTA(f-p),DCTX(f-p),DCBA(f-p),DCD(deg),RPM Surface Avg(rpm),Ann Press - EMW(ppg),Temp Annulus(degF),Dens Mud In Avg(ppg),GP_Min_RPM(rpm),GP_Mean_RPM(rpm),GP_Max_RPM(rpm),GP_Tor_Eff(NONE),RPM(rpm),RPM Max(rpm),RPM Min(rpm),StickSlip Ind(NONE),AVGX-M5(g),AVGY-M5(g),AVGZ-M5(g),PEAKX-M5(g),PEAKY-M5(g),PEAKZ-M5(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g),DDS Avg X(g),DDS Avg Y(g),DDS Avg Z(g),DDS Peak X(g),DDS Peak Y(g),DDS Peak Z(g)
    17611.5000,19.1490,391.5208,1087.5641,5818.3853,88.0136,734.7417,7.7740,10.8020,28.4140,27.6474,4786.0000,6316.0000,2507.0000,128.5700,180.0000,13.4109,148.8200,12.6000,161.5518,181.3949,199.8258,89.1176,173.1200,202.5000,125.0000,45,0.1900,0.2000,0.0400,1.2000,0.6000,0.2000,1.2000,0.4000,0.2000,3.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17612.0000,18.6511,90.3546,1088.0565,5804.7046,85.7289,737.2651,7.7800,13.5560,25.9088,24.6474,4644.0000,8446.0000,3681.0000,282.8540,180.1229,13.4051,148.6400,12.6000,161.5518,181.3949,199.8258,89.1176,187.2000,215.5000,145.5000,37,0.2400,0.2500,0.1100,0.8000,1.0000,1.0000,1.4000,0.8000,0.2000,3.0000,4.0000,1.0000,0.8000,0.8000,0.2000,3.0000,4.0000,1.0000
    17612.5000,18.2054,83.1944,1087.0717,5793.0508,72.9756,737.6662,7.6120,11.3300,25.5279,24.5803,4500.0000,5514.0000,3723.0000,128.5700,180.0000,13.4189,148.6400,12.6000,166.4320,182.3349,197.1060,91.3235,187.2000,215.5000,145.5000,37,0.4400,0.2400,0.0300,1.2000,1.4000,0.2000,1.4000,0.8000,0.2000,3.0000,4.0000,1.0000,0.8000,0.8000,0.2000,3.0000,4.0000,1.0000
    17613.0000,17.7137,86.9536,1085.8406,5774.3027,78.8771,737.4116,7.0960,11.3300,25.7635,24.0065,4450.0000,5514.0000,3548.0000,77.1420,180.1639,13.3934,148.6400,12.6000,166.4320,182.3349,197.1060,91.3235,180.4800,194.5000,163.5000,17,0.3100,0.2200,0.0400,1.2000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17613.5000,17.1744,208.3045,1085.8406,5765.1821,84.1501,729.7169,8.4840,11.3600,33.3887,25.2463,4758.0000,5620.0000,4609.0000,154.2840,180.0863,13.3886,148.6400,12.6000,166.4320,182.3349,197.1060,91.3235,180.4800,194.5000,163.5000,17,0.1600,0.1200,0.0400,0.6000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17614.0000,16.7129,173.2754,1090.5187,5745.9282,75.4044,728.2293,8.1300,10.2520,34.8269,30.0251,4630.0000,5518.0000,4181.0000,359.9960,180.0259,13.3970,148.6400,12.6000,166.4320,182.3349,197.1060,91.3235,180.4800,194.5000,163.5000,17,0.8900,0.2600,0.0400,1.2000,1.0000,0.2000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000
    17614.5000,16.1491,102.4703,1087.5641,5754.5415,75.5754,739.7267,10.8820,15.6300,23.5513,28.3861,5950.0000,8246.0000,4513.0000,257.1400,180.1229,13.3999,148.6400,12.6000,166.4320,182.3349,197.1060,91.3235,178.8800,206.5000,134.5000,40,0.6000,0.4100,0.0500,1.6000,2.6000,0.2000,1.0000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17615.0000,15.6780,215.2564,1087.3179,5756.5684,76.8611,725.2584,7.0100,12.0300,37.7420,28.3558,4042.0000,6198.0000,4047.0000,257.1400,180.1639,13.3853,148.6400,12.6000,159.5772,178.5850,196.2400,89.4118,178.8800,206.5000,134.5000,40,0.4700,0.2500,0.0500,1.6000,1.0000,0.2000,1.0000,0.4000,0.2000,2.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17615.5000,15.1774,78.1396,1089.0414,5772.2764,72.7354,739.2520,6.6040,15.0940,23.8869,30.1003,4092.0000,9138.0000,3593.0000,334.2820,180.0902,13.4046,148.6400,12.6000,147.4390,174.8351,200.2814,84.4118,178.8800,206.5000,134.5000,40,0.9000,0.2500,0.0400,1.6000,1.2000,0.2000,1.2000,0.4000,0.2000,3.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17616.0000,14.7561,84.2701,1087.3179,5784.4370,81.1171,738.0843,6.6220,10.0780,25.0560,28.2567,3874.0000,5570.0000,3908.0000,231.4260,180.0000,13.3922,148.8200,12.6000,147.4390,174.8351,200.2814,84.4118,180.1600,197.0000,136.0000,34,0.4100,0.2600,0.0300,1.2000,1.2000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17616.5000,14.1714,120.0244,1086.0868,5777.8496,74.3875,733.8298,6.5220,10.6120,29.2903,27.1055,3898.0000,5372.0000,3442.0000,102.8560,179.9754,13.3863,148.8200,12.6000,147.4390,174.8351,200.2814,84.4118,180.1600,197.0000,136.0000,34,0.2500,0.2700,0.0300,0.8000,1.2000,0.2000,1.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17617.0000,13.6680,126.4572,1088.0565,5819.3984,65.7127,734.1947,-1.9640,1.0840,28.9807,25.5759,762.0000,1746.0000,3607.0000,51.4280,180.0604,13.3893,148.8200,12.6000,147.4390,174.8351,200.2814,84.4118,182.0800,196.0000,139.5000,31,0.6700,0.1400,0.0300,1.2000,0.8000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17617.5000,13.2295,230.4405,1087.5641,5829.0254,74.8206,735.9887,8.0260,13.0200,27.2057,28.8396,4598.0000,6576.0000,3641.0000,257.1400,180.0246,13.3856,148.8200,12.6000,168.2874,179.9950,190.8693,93.5294,182.0800,196.0000,139.5000,31,0.2600,0.2600,0.0400,0.8000,0.8000,0.2000,1.0000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17618.0000,12.6547,147.0576,1086.0868,5878.6816,73.3639,735.8074,8.2340,11.4680,27.3800,26.2683,4660.0000,6368.0000,4019.0000,0.0000,180.1639,13.3863,148.8200,12.6000,168.2874,179.9950,190.8693,93.5294,177.9200,191.0000,144.0000,26,0.4100,0.1700,0.0300,0.8000,0.8000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
    17618.5000,12.1547,200.6017,1088.7952,5838.6533,70.0623,734.5980,8.2380,12.1420,28.5961,26.4968,4704.0000,6046.0000,3660.0000,308.5680,180.1208,13.3816,148.8200,12.6000,168.2874,179.9950,190.8693,93.5294,177.9200,191.0000,144.0000,26,0.2200,0.2400,0.0300,1.2000,1.2000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17619.0000,11.6825,115.7987,1087.5641,5831.5591,65.9081,734.4476,8.1160,11.8120,28.7504,27.2449,4608.0000,5708.0000,4384.0000,231.4260,180.0000,13.3779,148.8200,12.6000,168.2874,179.9950,190.8693,93.5294,177.9200,191.0000,144.0000,26,0.3100,0.2600,0.0300,0.8000,0.8000,0.2000,0.8000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17619.5000,11.1806,99.1779,1088.3027,5839.1597,84.4188,734.5400,9.1500,12.4020,28.6534,25.4362,5362.0000,6692.0000,3561.0000,308.5680,180.1639,13.3645,149.0000,12.6000,167.3012,176.7050,185.4396,94.7059,181.1200,196.0000,161.0000,19,0.3900,0.1800,0.0400,1.2000,0.8000,0.2000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17620.0000,10.6790,136.9777,1088.0565,5852.3335,77.5671,736.1807,10.1340,15.1440,27.0378,32.2264,5756.0000,8440.0000,4106.0000,257.1400,180.0656,13.3640,149.0000,12.6000,167.3012,176.7050,185.4396,94.7059,175.6800,193.5000,153.0000,23,0.4200,0.2300,0.0400,1.6000,1.2000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17620.5000,10.1832,171.5832,1087.0717,5826.9990,68.6992,734.4042,6.6640,10.7720,28.7698,31.8538,4374.0000,5480.0000,4068.0000,308.5680,180.1093,13.3724,149.0000,12.6000,105.3060,163.5854,217.7170,64.5588,183.3600,215.5000,157.5000,32,1.1900,0.1600,0.0300,1.6000,0.6000,0.2000,1.0000,0.8000,0.2000,3.0000,3.0000,1.0000,0.8000,0.4000,0.2000,3.0000,4.0000,1.0000
    17621.0000,9.6625,52.5864,1088.5490,5826.9990,68.6992,747.7283,7.5580,10.7720,15.5001,26.5174,4410.0000,5404.0000,3623.0000,179.9980,164.4262,13.3731,149.0000,12.6000,105.3060,163.5854,217.7170,64.5588,147.8400,164.5000,109.5000,37,0.3300,0.2100,0.0300,0.8000,0.8000,0.2000,1.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000
    17621.5000,9.1505,0.0000,1087.3179,5820.9185,71.1769,755.3250,2.9260,7.7640,7.8135,20.4845,2254.0000,3934.0000,3565.0000,179.9980,180.1639,13.3858,149.0000,12.6000,171.2143,179.9950,188.1507,95.1471,165.4400,184.0000,131.0000,32,0.3500,0.2100,0.0300,0.6000,0.6000,0.2000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17622.0000,8.6639,0.0000,1087.5641,5816.3584,67.3403,748.9945,6.0140,9.8880,14.1639,24.6525,3294.0000,5202.0000,4350.0000,51.4280,180.1639,13.3953,149.0000,12.6000,171.2143,179.9950,188.1507,95.1471,176.3200,185.0000,167.5000,10,0.7000,0.4000,0.0600,3.0000,1.8000,0.2000,0.8000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17622.5000,8.1823,0.0000,1086.3330,5797.1040,71.4945,747.1517,4.2740,6.9700,16.0103,25.3161,3184.0000,4528.0000,4175.0000,25.7140,180.1553,13.3753,149.0000,12.6000,118.6264,173.8951,225.2304,68.3824,181.1200,198.5000,165.5000,18,0.2800,0.3000,0.0400,1.2000,1.0000,0.2000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000,0.4000,0.4000,0.2000,3.0000,3.0000,1.0000
    17623.0000,7.6583,146.5947,1085.8406,5813.8252,63.6192,745.3896,7.2580,10.0400,17.7743,23.7140,4060.0000,5414.0000,3919.0000,51.4280,180.0000,13.3705,149.1800,12.6000,118.6264,173.8951,225.2304,68.3824,181.1200,198.5000,165.5000,18,0.2100,0.2800,0.0400,1.2000,1.4000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17623.5000,7.2674,129.5564,1086.5792,5819.9048,60.2930,743.5812,7.1860,10.7980,19.5792,23.7997,3816.0000,5062.0000,3243.0000,282.8540,180.0000,13.3778,149.1800,12.6000,118.6264,173.8951,225.2304,68.3824,179.5200,187.5000,172.0000,9,0.3700,0.2800,0.0400,2.0000,1.4000,0.2000,0.2000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17624.0000,6.7163,163.6193,1087.3179,5832.5723,65.9081,742.6137,7.5260,10.8960,20.5454,23.2432,4284.0000,5380.0000,3273.0000,359.9960,180.1639,13.4298,149.1800,12.6000,118.6264,173.8951,225.2304,68.3824,179.5200,187.5000,172.0000,9,0.2100,0.2000,0.0400,1.0000,1.0000,0.2000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17624.5000,6.1527,237.5515,1087.0717,5834.0923,53.3721,738.8650,8.2140,10.6500,24.3214,24.4921,4582.0000,5396.0000,3393.0000,308.5680,180.0000,13.3857,149.1800,12.6000,132.0368,176.7050,218.1942,74.8529,179.5200,187.5000,172.0000,9,0.2100,0.1500,0.0300,0.6000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000
    17625.0000,5.6696,180.4078,1087.3179,5846.7598,64.9089,738.6146,7.3680,10.9900,24.5760,24.8847,4112.0000,5386.0000,3323.0000,308.5680,180.0000,13.4028,149.1800,12.6000,132.0368,176.7050,218.1942,74.8529,178.5600,193.5000,166.5000,15,0.5400,0.1800,0.0400,1.4000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17625.5000,5.1709,188.3014,1087.5641,5833.5859,75.3311,738.5862,6.9940,9.3540,24.5972,24.8613,3976.0000,4898.0000,3196.0000,231.4260,180.0328,13.4144,149.3600,12.6000,132.0368,176.7050,218.1942,74.8529,178.5600,193.5000,166.5000,15,0.2100,0.1900,0.0400,2.2000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17626.0000,4.6506,143.1365,1087.8103,5853.8535,61.5787,737.7084,7.6540,10.8420,25.4512,25.5186,4462.0000,5488.0000,3496.0000,334.2820,180.0000,13.3780,149.3600,12.6000,132.0368,176.7050,218.1942,74.8529,178.5600,193.5000,166.5000,15,0.1700,0.1600,0.0400,1.0000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17626.5000,4.1493,69.9928,1085.8406,5820.9185,78.1223,726.4041,5.7480,9.0680,36.8350,26.8643,3626.0000,4788.0000,3298.0000,102.8560,180.1639,13.3831,149.3600,12.6000,132.0368,176.7050,218.1942,74.8529,180.4800,189.5000,169.0000,11,0.1800,0.1700,0.0400,0.6000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17627.0000,3.6517,67.9613,1086.8253,5819.3984,84.5654,743.1074,6.1200,9.6220,20.1317,27.4572,3714.0000,5026.0000,3637.0000,25.7140,180.0086,13.3805,149.3600,12.6000,58.0337,161.2455,257.1116,36.3235,142.7200,206.5000,66.5000,98,0.2800,0.2000,0.0400,0.6000,1.0000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17627.5000,3.1776,70.2821,1088.0565,5815.8516,84.5654,751.8989,6.5100,10.2400,11.4039,21.1651,3820.0000,5234.0000,3038.0000,257.1400,180.3279,13.3758,149.3600,12.6000,58.0337,161.2455,257.1116,36.3235,180.4800,186.0000,173.0000,7,1.0100,0.1900,0.0500,1.6000,1.4000,0.2000,1.2000,0.4000,0.2000,2.0000,2.0000,1.0000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000
    17628.0000,2.6636,56.9442,1086.0868,5809.2646,81.5991,766.3248,1.9460,10.8960,-3.0705,19.0196,2368.0000,5234.0000,3630.0000,154.2840,148.8279,13.3809,149.3600,12.6000,58.0337,161.2455,257.1116,36.3235,184.3200,234.0000,129.0000,57,1.8800,0.4800,0.0600,3.6000,2.2000,0.2000,2.2000,0.4000,0.2000,4.0000,3.0000,1.0000,1.0000,0.8000,0.2000,3.0000,3.0000,1.0000
    17628.5000,2.1747,65.9565,1086.0868,5834.0923,68.5812,747.2230,-2.2020,1.4840,16.0660,23.1869,656.0000,1334.0000,3099.0000,308.5680,180.5984,13.4078,149.3600,12.6000,58.0337,161.2455,257.1116,36.3235,175.6800,267.5000,89.5000,101,1.1500,0.1700,0.0300,2.0000,0.8000,0.2000,3.2000,0.8000,0.2000,3.0000,3.0000,1.0000,1.8000,0.8000,0.2000,4.0000,3.0000,1.0000
    17629.0000,1.6620,66.4843,1088.0565,5795.5840,76.0371,771.5349,6.8820,9.3820,-8.2987,23.3161,3552.0000,5294.0000,3355.0000,334.2820,179.8878,13.3812,149.5400,12.6000,162.3794,179.0550,194.5437,90.7353,175.6800,267.5000,89.5000,101,0.7900,0.1500,0.0300,1.2000,1.2000,0.2000,1.4000,0.4000,0.2000,3.0000,3.0000,1.0000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000
    17629.5000,1.1692,135.2453,1087.5641,5821.9321,99.2395,743.6156,7.2920,10.8620,19.5968,28.2827,3928.0000,5434.0000,3379.0000,51.4280,180.1553,13.4070,149.5400,12.6000,162.3794,179.0550,194.5437,90.7353,178.8800,227.0000,124.0000,58,0.5500,0.2100,0.0400,1.2000,1.4000,0.2000,1.2000,0.4000,0.2000,2.0000,2.0000,1.0000,0.8000,0.4000,0.2000,3.0000,3.0000,1.0000
    17630.0000,0.6797,142.8764,1089.2877,5830.5454,65.7859,742.3990,6.9320,10.4880,20.7808,24.4636,3888.0000,5540.0000,3519.0000,282.8540,180.1311,13.4066,149.5400,12.6000,162.3794,179.0550,194.5437,90.7353,178.8800,227.0000,124.0000,58,0.8200,0.3100,0.0500,2.0000,1.2000,0.2000,1.4000,0.4000,0.2000,2.0000,2.0000,1.0000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000
    17630.5000,0.1936,150.9985,1085.3481,5814.8384,74.0944,739.1450,5.9140,10.4760,23.9722,28.9879,3356.0000,5230.0000,3488.0000,231.4260,179.9310,13.4248,149.5400,12.6000,162.3794,179.0550,194.5437,90.7353,186.2400,272.5000,105.0000,90,1.4500,0.2500,0.0300,2.4000,1.8000,0.2000,1.4000,0.4000,0.2000,3.0000,3.0000,1.0000,1.0000,0.4000,0.2000,3.0000,3.0000,1.0000
    17631.0000,-0.2953,179.1815,1087.8103,5836.6265,78.4887,736.0626,-2.0320,10.9800,26.9928,30.3133,866.0000,4958.0000,3481.0000,25.7140,179.8033,13.4190,149.5400,12.6000,170.0294,177.6450,184.7186,95.7353,178.5600,267.5000,99.0000,94,1.2300,0.6500,0.0600,3.2000,2.8000,0.2000,3.6000,0.8000,0.2000,3.0000,4.0000,1.0000,1.8000,0.8000,0.2000,4.0000,5.0000,1.0000
    17631.5000,130.2336,0.0000,1088.3027,5975.4600,65.8592,761.4224,1.3060,9.7200,1.4532,18.6534,682.0000,3058.0000,3500.0000,154.2840,75.9016,13.4306,149.5400,12.8000,170.0294,177.6450,184.7186,95.7353,178.5600,267.5000,99.0000,94,0.5200,0.0700,0.0200,0.8000,0.2000,0.0000,1.0000,0.2000,0.2000,3.0000,2.0000,1.0000,1.8000,0.8000,0.2000,4.0000,5.0000,1.0000
    17632.0000,129.7462,68.0428,1088.5490,6126.9614,80.8973,770.3935,7.7780,44.7500,-9.8698,14.6897,2902.0000,13814.0000,3543.0000,359.9960,160.8801,13.4302,149.5400,12.8000,170.0294,177.6450,184.7186,95.7353,160.3200,218.5000,89.0000,81,0.4100,0.1100,0.0500,0.8000,1.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17632.5000,129.2640,227.3330,1087.0717,6120.8813,78.8568,774.9182,5.0040,7.9780,-7.6421,16.6216,1852.0000,2814.0000,3722.0000,25.7140,104.9180,13.4222,149.5400,12.8000,170.0294,177.6450,184.7186,95.7353,103.6800,205.0000,33.0000,166,1.1900,0.1700,0.0200,1.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17633.0000,128.7351,43.5233,1087.3179,6152.8032,75.4288,761.2441,8.2580,11.3640,-1.2617,18.9548,3168.0000,4442.0000,3595.0000,25.7140,169.2623,13.4087,149.7200,12.8000,170.0294,177.6450,184.7186,95.7353,103.6800,205.0000,33.0000,166,0.7200,0.1900,0.0200,1.4000,1.0000,0.6000,3.2000,0.4000,0.2000,2.0000,2.0000,1.0000,1.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17633.5000,128.2737,45.1819,1087.5641,6127.4683,76.8366,759.2558,9.0560,12.3420,0.6904,18.7708,3710.0000,4340.0000,3563.0000,205.7120,172.5246,13.3963,149.7200,12.8000,170.1371,178.5850,186.4317,95.2941,128.0000,218.5000,33.5000,145,0.6100,0.1500,0.0200,1.0000,0.6000,0.2000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000
    17634.0000,127.7252,153.6223,1087.3179,6100.6133,84.6834,752.0552,7.8440,11.5020,7.9838,22.0516,3538.0000,4238.0000,3564.0000,359.9960,181.3115,13.4003,149.9000,12.8000,170.1371,178.5850,186.4317,95.2941,170.2400,185.0000,152.0000,19,0.7500,0.2200,0.0200,1.8000,1.0000,0.2000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17634.5000,127.2244,123.2282,1087.5641,6096.0532,70.6950,750.7559,7.6060,11.7060,9.2689,22.5331,3392.0000,4464.0000,3606.0000,308.5680,181.3115,13.3934,149.9000,12.8000,170.1371,178.5850,186.4317,95.2941,170.2400,185.0000,152.0000,19,0.6500,0.2000,0.0200,1.2000,0.8000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17635.0000,126.7391,182.1147,1085.3481,6084.3989,74.7026,752.4608,9.3460,13.1060,7.5593,20.8317,4358.0000,5134.0000,3524.0000,25.7140,181.4754,13.4007,149.9000,12.8000,166.7498,180.9249,194.0912,92.2059,180.4800,188.5000,171.0000,10,0.5400,0.1900,0.0200,1.4000,0.8000,0.6000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17635.5000,126.2595,124.4419,1087.5641,6095.0400,69.6958,749.2467,9.4400,11.7540,10.7759,22.9793,4482.0000,5232.0000,3681.0000,334.2820,181.4262,13.3959,149.9000,12.8000,166.7498,180.9249,194.0912,92.2059,180.4800,188.5000,171.0000,10,0.4900,0.1700,0.0200,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17636.0000,125.7250,190.5938,1087.3179,6082.8789,71.9561,747.0104,9.2620,12.1340,13.0343,25.1118,4530.0000,5232.0000,3560.0000,308.5680,181.3115,13.3934,149.9000,12.8000,166.7498,180.9249,194.0912,92.2059,180.4800,188.5000,171.0000,10,0.4500,0.2000,0.0200,1.0000,1.0000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17636.5000,125.2342,118.1458,1088.5490,6086.4258,79.4365,745.7706,8.4820,11.5880,14.2774,25.4444,4374.0000,5122.0000,3540.0000,257.1400,181.3115,13.3963,149.9000,12.8000,166.7498,180.9249,194.0912,92.2059,179.5200,188.5000,167.5000,12,0.4100,0.1900,0.0200,1.2000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17637.0000,124.7398,123.0529,1085.3481,6085.4126,78.1956,745.9016,9.3840,12.3660,14.1495,25.2761,5004.0000,5872.0000,3542.0000,51.4280,180.0000,13.3839,150.0800,12.8000,166.7498,180.9249,194.0912,92.2059,180.1600,187.5000,170.0000,10,0.3000,0.1700,0.0200,1.0000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17637.5000,124.2296,116.3874,1087.3179,6076.2925,73.4617,745.6880,9.2620,12.0060,14.3464,26.0296,4892.0000,5690.0000,3542.0000,51.4280,180.1639,13.3933,150.0800,12.8000,170.0357,181.8649,192.8522,93.5294,180.1600,187.5000,170.0000,10,0.4000,0.1700,0.0200,1.0000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17638.0000,123.7646,158.6457,1086.3330,6072.7456,93.4332,746.3485,8.2340,10.9700,13.6975,26.1828,4516.0000,5648.0000,3322.0000,25.7140,180.0000,13.3973,150.0800,12.8000,170.0357,181.8649,192.8522,93.5294,180.1600,187.5000,170.0000,10,0.2600,0.1700,0.0200,1.0000,0.6000,0.2000,0.4000,0.4000,0.2000,3.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17638.5000,123.2558,145.5891,1087.3179,6071.2256,84.0060,746.6811,8.0940,11.4740,13.3710,25.8299,4520.0000,5550.0000,3349.0000,359.9960,180.0164,13.3893,150.0800,12.8000,170.0357,181.8649,192.8522,93.5294,180.1600,187.5000,170.0000,10,0.1900,0.1500,0.0200,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,2.0000,1.0000
    17639.0000,122.7928,182.8379,1087.5641,6069.7056,73.9478,746.0911,7.8820,10.0380,13.9505,25.1795,4416.0000,5408.0000,3471.0000,25.7140,180.1639,13.4031,150.0800,12.8000,170.0357,181.8649,192.8522,93.5294,180.1600,187.5000,170.0000,10,0.1800,0.1400,0.0200,0.8000,0.6000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.2000,0.4000,0.2000,2.0000,2.0000,1.0000
    17639.5000,122.2438,166.6797,1088.3027,6068.1851,68.5282,746.4253,8.0980,10.3860,13.6057,25.1737,4626.0000,5410.0000,3371.0000,0.0000,180.0246,13.3961,150.4400,12.8000,170.0357,181.8649,192.8522,93.5294,180.1600,187.5000,170.0000,10,0.1500,0.1300,0.0200,0.4000,0.2000,0.2000,0.8000,0.4000,0.2000,3.0000,2.0000,1.0000,0.2000,0.2000,0.2000,2.0000,2.0000,1.0000
    17640.0000,121.7500,106.4689,1089.5339,6059.5708,76.2284,748.0760,8.5820,11.7080,12.0073,29.3060,4880.0000,6082.0000,3243.0000,154.2840,180.1066,13.4013,150.4400,12.8000,168.1028,183.2749,197.3671,91.7647,180.1600,187.5000,170.0000,10,0.3200,0.3300,0.0300,1.6000,1.4000,0.2000,0.4000,0.2000,0.2000,2.0000,2.0000,1.0000,0.4000,0.4000,0.2000,2.0000,3.0000,1.0000
